current_price,competitor_price,recommended_price,action,confidence,positioning
55.62,55.54,51.17,decrease,1.0,Competitive
62.27,66.7,62.27,hold,1.0,Competitive
45.93,45.66,42.26,decrease,1.0,Competitive
49.92,49.22,45.93,decrease,1.0,Competitive
10.69,9.98,9.83,decrease,1.0,Competitive
80.42,76.62,73.99,decrease,1.0,Competitive
13.77,15.72,15.15,increase,1.0,Underpriced
11.6,6.76,8.11,decrease,0.992,Overpriced
33.25,35.03,33.25,hold,0.999,Competitive
77.35,74.87,71.16,decrease,1.0,Competitive
88.61,86.23,81.52,decrease,1.0,Competitive
22.4,19.4,20.61,decrease,1.0,Overpriced
28.33,25.82,26.06,decrease,1.0,Competitive
12.37,14.33,12.37,hold,0.997,Underpriced
92.96,97.7,92.96,hold,1.0,Competitive
43.2,38.3,39.75,decrease,0.998,Overpriced
98.75,93.82,98.75,hold,1.0,Competitive
65.01,69.69,65.01,hold,1.0,Competitive
64.77,69.77,64.77,hold,0.999,Competitive
34.15,30.96,31.42,decrease,0.998,Overpriced
20.05,20.52,20.05,hold,0.999,Competitive
74.4,74.42,74.4,hold,0.999,Competitive
74.06,77.93,74.06,hold,1.0,Competitive
11.83,7.85,9.42,decrease,0.994,Overpriced
31.47,33.67,31.47,hold,1.0,Competitive
75.89,72.99,69.82,decrease,1.0,Competitive
14.45,13.26,13.29,decrease,1.0,Competitive
29.26,25.87,26.92,decrease,0.998,Overpriced
70.76,72.17,70.76,hold,1.0,Competitive
77.56,82.04,77.56,hold,1.0,Competitive
10.2,10.71,10.2,hold,1.0,Competitive
41.68,44.58,41.68,hold,0.999,Competitive
28.51,31.46,28.51,hold,0.999,Competitive
42.24,46.77,42.24,hold,1.0,Competitive
60.07,60.76,60.07,hold,0.999,Competitive
92.04,93.09,92.04,hold,1.0,Competitive
25.58,29.92,25.58,hold,1.0,Underpriced
12.2,11.64,11.22,decrease,1.0,Competitive
66.56,70.64,73.22,increase,1.0,Competitive
79.85,77.71,73.46,decrease,1.0,Competitive
65.48,63.33,60.24,decrease,1.0,Competitive
29.74,33.09,29.74,hold,0.998,Underpriced
12.67,11.78,11.66,decrease,1.0,Competitive
48.21,51.33,48.21,hold,0.999,Competitive
36.52,37.03,36.52,hold,1.0,Competitive
32.19,29.57,29.61,decrease,1.0,Competitive
49.22,50.16,49.22,hold,0.999,Competitive
42.11,43.34,42.11,hold,1.0,Competitive
53.51,53.22,53.51,hold,1.0,Competitive
46.55,41.68,42.83,decrease,1.0,Overpriced
98.36,100.95,98.36,hold,1.0,Competitive
41.73,38.29,38.39,decrease,1.0,Competitive
61.69,58.3,56.75,decrease,1.0,Competitive
79.72,81.37,79.72,hold,1.0,Competitive
98.15,99.56,98.15,hold,1.0,Competitive
67.54,65.29,62.14,decrease,1.0,Competitive
39.73,43.38,39.73,hold,1.0,Competitive
48.85,46.41,44.94,decrease,1.0,Competitive
19.67,23.32,19.67,hold,0.998,Underpriced
95.1,93.9,87.49,decrease,1.0,Competitive
39.12,38.74,35.99,decrease,1.0,Competitive
17.59,22.38,17.59,hold,1.0,Underpriced
42.31,41.74,38.93,decrease,1.0,Competitive
12.24,11.58,11.26,decrease,1.0,Competitive
46.27,49.91,46.27,hold,1.0,Competitive
95.37,91.82,87.74,decrease,1.0,Competitive
67.67,66.71,62.26,decrease,1.0,Competitive
66.45,69.63,66.45,hold,0.999,Competitive
70.41,67.73,64.78,decrease,1.0,Competitive
67.46,70.61,67.46,hold,1.0,Competitive
56.6,57.99,56.6,hold,0.999,Competitive
54.61,54.13,50.24,decrease,1.0,Competitive
60.22,61.82,60.22,hold,0.999,Competitive
90.95,87.21,83.67,decrease,1.0,Competitive
79.79,76.55,79.79,hold,1.0,Competitive
36.94,39.89,36.94,hold,0.999,Competitive
31.4,33.88,31.4,hold,0.999,Competitive
24.05,21.71,22.13,decrease,0.999,Overpriced
43.24,45.02,43.24,hold,1.0,Competitive
74.95,71.06,74.95,hold,1.0,Competitive
17.64,22.54,17.64,hold,0.998,Underpriced
60.42,56.07,55.59,decrease,1.0,Competitive
91.21,88.32,83.91,decrease,1.0,Competitive
32.59,31.19,29.98,decrease,1.0,Competitive
34.27,30.77,31.53,decrease,1.0,Overpriced
63.21,67.04,63.21,hold,1.0,Competitive
14.79,16.07,14.79,hold,0.999,Competitive
81.23,83.73,81.23,hold,0.999,Competitive
91.5,89.56,84.18,decrease,1.0,Competitive
98.06,102.93,98.06,hold,1.0,Competitive
37.03,34.74,34.07,decrease,1.0,Competitive
78.73,74.35,72.43,decrease,1.0,Competitive
97.92,95.26,90.09,decrease,1.0,Competitive
22.07,21.83,20.3,decrease,1.0,Competitive
29.07,34.0,29.07,hold,0.999,Underpriced
37.99,42.79,37.99,hold,1.0,Underpriced
45.85,46.84,45.85,hold,0.999,Competitive
74.91,75.26,74.91,hold,1.0,Competitive
30.98,31.44,30.98,hold,0.999,Competitive
22.47,27.14,22.47,hold,0.999,Underpriced
24.89,23.34,22.9,decrease,1.0,Competitive
70.51,68.81,64.87,decrease,1.0,Competitive
51.71,55.62,51.71,hold,1.0,Competitive
58.42,59.99,58.42,hold,0.999,Competitive
71.37,69.84,65.66,decrease,1.0,Competitive
10.34,11.98,10.34,hold,1.0,Underpriced
11.02,13.14,11.02,hold,1.0,Underpriced
90.92,95.0,90.92,hold,1.0,Competitive
51.78,53.22,51.78,hold,0.999,Competitive
66.67,65.66,61.34,decrease,1.0,Competitive
40.46,44.68,40.46,hold,1.0,Competitive
98.24,97.53,90.38,decrease,1.0,Competitive
34.25,34.13,31.51,decrease,1.0,Competitive
91.74,95.57,91.74,hold,0.999,Competitive
58.13,61.45,58.13,hold,0.999,Competitive
48.67,46.61,44.78,decrease,1.0,Competitive
16.62,15.56,15.29,decrease,1.0,Competitive
59.35,59.75,59.35,hold,0.999,Competitive
67.62,62.69,62.21,decrease,1.0,Competitive
21.7,22.08,21.7,hold,1.0,Competitive
23.82,25.84,23.82,hold,0.999,Competitive
47.83,46.18,47.83,hold,1.0,Competitive
22.25,22.83,22.25,hold,0.999,Competitive
29.97,34.24,29.97,hold,1.0,Underpriced
18.87,20.16,18.87,hold,0.999,Competitive
69.82,70.84,69.82,hold,1.0,Competitive
42.53,46.31,42.53,hold,0.999,Competitive
12.51,14.03,12.51,hold,0.999,Underpriced
12.39,7.44,8.93,decrease,0.997,Overpriced
11.89,13.67,11.89,hold,0.999,Underpriced
44.89,48.29,44.89,hold,1.0,Competitive
81.25,85.91,81.25,hold,1.0,Competitive
33.24,35.51,36.56,increase,1.0,Competitive
64.72,65.56,64.72,hold,0.998,Competitive
12.61,11.16,11.61,decrease,0.994,Overpriced
18.65,19.37,18.65,hold,1.0,Competitive
58.57,54.65,53.88,decrease,1.0,Competitive
15.18,16.65,15.18,hold,0.999,Competitive
89.97,93.97,89.97,hold,1.0,Competitive
90.18,88.31,82.97,decrease,1.0,Competitive
44.25,40.12,40.71,decrease,1.0,Overpriced
43.39,42.52,39.92,decrease,1.0,Competitive
97.94,96.13,90.1,decrease,1.0,Competitive
50.17,45.97,46.16,decrease,1.0,Competitive
65.92,68.38,65.92,hold,1.0,Competitive
33.47,38.34,33.47,hold,0.999,Underpriced
80.03,81.19,80.03,hold,0.999,Competitive
29.68,32.93,29.68,hold,1.0,Competitive
87.17,91.18,87.17,hold,0.999,Competitive
15.55,18.52,15.55,hold,0.999,Underpriced
23.69,23.63,21.79,decrease,1.0,Competitive
80.49,81.04,80.49,hold,1.0,Competitive
30.19,34.02,30.19,hold,1.0,Underpriced
81.1,78.7,74.61,decrease,1.0,Competitive
24.09,28.97,24.09,hold,0.998,Underpriced
23.09,21.1,21.24,decrease,1.0,Competitive
49.15,44.99,45.22,decrease,1.0,Competitive
19.73,19.06,18.15,decrease,1.0,Competitive
20.46,21.72,20.46,hold,0.999,Competitive
11.72,12.46,11.72,hold,0.999,Competitive
48.86,53.05,48.86,hold,1.0,Competitive
72.5,70.64,66.7,decrease,1.0,Competitive
39.25,42.62,39.25,hold,0.999,Competitive
21.25,24.51,21.25,hold,0.999,Underpriced
56.5,55.21,56.5,hold,1.0,Competitive
80.62,85.33,80.62,hold,1.0,Competitive
23.91,23.76,23.91,hold,1.0,Competitive
92.5,97.01,92.5,hold,0.999,Competitive
66.38,70.27,66.38,hold,0.999,Competitive
57.7,53.06,53.08,decrease,1.0,Competitive
63.23,64.42,63.23,hold,1.0,Competitive
48.55,50.65,48.55,hold,0.999,Competitive
69.58,67.39,64.01,decrease,1.0,Competitive
25.15,23.11,23.14,decrease,1.0,Competitive
81.17,76.38,74.68,decrease,1.0,Competitive
31.51,31.38,28.99,decrease,1.0,Competitive
89.79,88.45,82.61,decrease,1.0,Competitive
65.47,69.56,65.47,hold,1.0,Competitive
46.85,44.79,43.1,decrease,1.0,Competitive
44.53,42.05,40.97,decrease,1.0,Competitive
25.61,29.36,25.61,hold,0.999,Underpriced
59.28,62.33,59.28,hold,1.0,Competitive
87.42,85.91,80.43,decrease,1.0,Competitive
13.23,17.94,13.23,hold,0.999,Underpriced
85.03,86.52,85.03,hold,1.0,Competitive
80.7,79.63,80.7,hold,1.0,Competitive
73.77,76.16,73.77,hold,1.0,Competitive
55.3,56.82,55.3,hold,0.999,Competitive
19.44,21.92,19.44,hold,1.0,Underpriced
66.01,61.18,60.73,decrease,1.0,Competitive
92.21,89.79,84.83,decrease,1.0,Competitive
64.53,67.01,64.53,hold,1.0,Competitive
29.63,32.08,29.63,hold,1.0,Competitive
28.25,30.16,28.25,hold,0.999,Competitive
34.81,37.72,34.81,hold,0.999,Competitive
94.46,91.58,86.9,decrease,1.0,Competitive
53.0,49.35,48.76,decrease,1.0,Competitive
78.54,75.71,72.26,decrease,1.0,Competitive
19.82,24.14,19.82,hold,0.999,Underpriced
81.45,82.25,81.45,hold,0.999,Competitive
60.38,59.63,55.55,decrease,1.0,Competitive
75.65,73.95,69.6,decrease,1.0,Competitive
36.65,40.55,36.65,hold,1.0,Competitive
89.56,94.2,89.56,hold,0.999,Competitive
15.53,12.19,14.29,decrease,0.998,Overpriced
84.65,89.58,84.65,hold,0.999,Competitive
35.42,36.36,35.42,hold,1.0,Competitive
49.3,46.91,45.36,decrease,1.0,Competitive
21.82,21.93,21.82,hold,0.999,Competitive
88.48,89.53,88.48,hold,0.999,Competitive
57.71,56.55,53.09,decrease,1.0,Competitive
58.15,60.76,58.15,hold,1.0,Competitive
55.81,57.9,55.81,hold,1.0,Competitive
72.65,70.72,66.84,decrease,1.0,Competitive
99.35,97.58,91.4,decrease,1.0,Competitive
74.68,75.47,74.68,hold,1.0,Competitive
37.14,39.63,37.14,hold,0.999,Competitive
27.06,29.15,27.06,hold,1.0,Competitive
95.51,98.13,95.51,hold,1.0,Competitive
56.41,54.16,51.9,decrease,1.0,Competitive
30.26,34.87,30.26,hold,1.0,Underpriced
33.41,29.22,30.75,decrease,0.993,Overpriced
25.36,27.17,25.36,hold,0.999,Competitive
15.72,18.4,15.72,hold,0.999,Underpriced
53.55,57.34,53.55,hold,0.999,Competitive
69.18,66.64,63.65,decrease,1.0,Competitive
59.13,57.25,54.4,decrease,1.0,Competitive
42.58,41.66,39.17,decrease,1.0,Competitive
63.24,63.64,63.24,hold,0.999,Competitive
81.34,76.64,81.34,hold,1.0,Competitive
30.41,33.15,30.41,hold,0.999,Competitive
79.04,79.01,79.04,hold,0.999,Competitive
36.7,36.61,33.76,decrease,1.0,Competitive
72.09,73.29,72.09,hold,1.0,Competitive
63.07,66.36,63.07,hold,0.999,Competitive
71.82,67.03,66.07,decrease,1.0,Competitive
92.64,92.24,85.23,decrease,1.0,Competitive
51.09,48.24,47.0,decrease,1.0,Competitive
85.45,86.01,85.45,hold,1.0,Competitive
67.19,63.52,61.81,decrease,1.0,Competitive
34.86,29.95,32.07,decrease,1.0,Overpriced
26.34,24.54,24.23,decrease,1.0,Competitive
74.57,72.96,68.6,decrease,1.0,Competitive
90.28,90.68,90.28,hold,1.0,Competitive
13.68,17.62,13.68,hold,0.999,Underpriced
73.78,73.2,67.88,decrease,1.0,Competitive
22.22,25.58,22.22,hold,1.0,Underpriced
16.16,17.95,16.16,hold,1.0,Competitive
44.08,42.77,44.08,hold,1.0,Competitive
32.36,33.44,32.36,hold,0.999,Competitive
93.08,92.63,85.63,decrease,1.0,Competitive
72.11,69.6,66.34,decrease,1.0,Competitive
16.28,20.36,16.28,hold,0.999,Underpriced
29.25,27.64,26.91,decrease,1.0,Competitive
85.54,84.03,85.54,hold,1.0,Competitive
91.38,89.96,84.07,decrease,1.0,Competitive
76.37,75.34,70.26,decrease,1.0,Competitive
38.35,38.24,35.28,decrease,1.0,Competitive
20.29,16.4,18.67,decrease,1.0,Overpriced
51.43,48.98,47.32,decrease,1.0,Competitive
80.69,77.99,74.23,decrease,1.0,Competitive
56.21,55.39,51.71,decrease,1.0,Competitive
63.89,61.53,58.78,decrease,1.0,Competitive
78.32,74.97,72.05,decrease,1.0,Competitive
59.04,57.86,54.32,decrease,1.0,Competitive
97.77,100.92,97.77,hold,1.0,Competitive
84.82,84.06,78.03,decrease,1.0,Competitive
30.04,29.77,27.64,decrease,1.0,Competitive
22.88,27.75,22.88,hold,1.0,Underpriced
79.15,75.98,79.15,hold,1.0,Competitive
37.04,41.9,37.04,hold,0.999,Underpriced
98.55,97.89,90.67,decrease,1.0,Competitive
46.22,43.33,42.52,decrease,1.0,Competitive
27.34,27.84,27.34,hold,0.999,Competitive
42.12,43.38,42.12,hold,0.999,Competitive
13.92,12.71,12.81,decrease,1.0,Competitive
63.97,64.61,63.97,hold,1.0,Competitive
85.11,81.61,78.3,decrease,1.0,Competitive
81.73,81.47,75.19,decrease,1.0,Competitive
86.4,84.1,79.49,decrease,1.0,Competitive
42.09,46.51,42.09,hold,1.0,Competitive
58.4,61.02,58.4,hold,0.999,Competitive
12.99,13.89,12.99,hold,0.999,Competitive
12.49,9.6,11.49,decrease,1.0,Overpriced
67.34,70.35,67.34,hold,1.0,Competitive
36.15,38.84,36.15,hold,1.0,Competitive
39.75,38.74,36.57,decrease,1.0,Competitive
90.18,86.88,82.97,decrease,1.0,Competitive
49.33,50.05,49.33,hold,1.0,Competitive
21.5,20.12,21.5,hold,1.0,Competitive
54.23,58.31,54.23,hold,1.0,Competitive
44.29,47.36,44.29,hold,0.999,Competitive
33.91,33.56,31.2,decrease,1.0,Competitive
53.03,56.01,53.03,hold,1.0,Competitive
42.16,43.07,42.16,hold,1.0,Competitive
11.69,12.08,11.69,hold,1.0,Competitive
31.89,32.48,31.89,hold,1.0,Competitive
46.5,48.96,46.5,hold,0.999,Competitive
54.25,49.79,49.91,decrease,1.0,Competitive
64.93,61.09,59.74,decrease,1.0,Competitive
80.3,79.96,73.88,decrease,1.0,Competitive
35.5,32.96,32.66,decrease,1.0,Competitive
25.11,28.83,25.11,hold,0.999,Underpriced
83.74,79.92,77.04,decrease,1.0,Competitive
70.19,73.47,70.19,hold,0.999,Competitive
73.05,73.46,73.05,hold,0.999,Competitive
28.01,24.26,25.77,decrease,1.0,Overpriced
95.87,91.47,88.2,decrease,1.0,Competitive
93.76,89.43,86.26,decrease,1.0,Competitive
35.14,35.26,38.65,increase,1.0,Competitive
44.92,46.39,44.92,hold,1.0,Competitive
33.28,38.16,33.28,hold,0.998,Underpriced
50.21,45.27,50.21,hold,0.994,Overpriced
35.13,35.59,35.13,hold,1.0,Competitive
64.73,64.68,64.73,hold,0.999,Competitive
38.96,34.97,35.84,decrease,1.0,Overpriced
64.62,68.11,64.62,hold,0.999,Competitive
37.84,37.07,34.81,decrease,1.0,Competitive
60.18,58.48,55.37,decrease,1.0,Competitive
18.81,22.19,18.81,hold,0.999,Underpriced
81.23,85.9,81.23,hold,0.999,Competitive
31.09,33.46,31.09,hold,0.999,Competitive
43.78,48.61,43.78,hold,1.0,Competitive
12.41,15.62,12.41,hold,0.999,Underpriced
22.68,25.62,22.68,hold,1.0,Underpriced
51.28,52.18,51.28,hold,0.999,Competitive
57.88,54.0,53.25,decrease,1.0,Competitive
44.98,40.44,41.4,decrease,0.994,Overpriced
95.94,97.52,95.94,hold,1.0,Competitive
42.24,40.1,38.86,decrease,1.0,Competitive
56.24,59.26,61.86,increase,1.0,Competitive
93.8,97.48,93.8,hold,1.0,Competitive
42.22,47.15,42.22,hold,0.999,Underpriced
87.1,85.08,80.13,decrease,1.0,Competitive
78.07,77.97,71.82,decrease,1.0,Competitive
80.91,79.92,74.44,decrease,1.0,Competitive
87.61,91.57,87.61,hold,0.999,Competitive
79.67,76.03,73.3,decrease,1.0,Competitive
83.73,82.63,77.03,decrease,1.0,Competitive
89.07,93.76,89.07,hold,0.999,Competitive
41.46,36.56,38.18,decrease,0.99,Overpriced
79.32,75.01,79.32,hold,1.0,Competitive
60.91,65.74,60.91,hold,1.0,Competitive
62.02,62.51,62.02,hold,1.0,Competitive
31.75,27.06,29.21,decrease,1.0,Overpriced
33.92,38.72,33.92,hold,0.999,Underpriced
22.87,26.65,22.87,hold,0.999,Underpriced
48.15,44.87,44.3,decrease,1.0,Competitive
70.05,73.42,70.05,hold,0.999,Competitive
58.8,57.16,54.1,decrease,1.0,Competitive
66.94,66.43,61.58,decrease,1.0,Competitive
84.94,87.9,84.94,hold,1.0,Competitive
56.94,58.32,56.94,hold,1.0,Competitive
92.3,96.66,92.3,hold,0.999,Competitive
79.43,83.87,79.43,hold,0.999,Competitive
30.68,34.37,30.68,hold,0.998,Underpriced
36.35,36.04,33.44,decrease,1.0,Competitive
14.28,14.7,14.28,hold,0.999,Competitive
66.4,66.72,66.4,hold,1.0,Competitive
72.14,73.66,72.14,hold,1.0,Competitive
29.75,31.96,29.75,hold,0.999,Competitive
22.58,27.42,22.58,hold,0.999,Underpriced
17.31,21.15,17.31,hold,0.998,Underpriced
53.92,50.6,49.61,decrease,1.0,Competitive
57.74,61.18,57.74,hold,1.0,Competitive
42.08,42.24,42.08,hold,0.999,Competitive
53.28,54.98,53.28,hold,0.999,Competitive
86.6,84.86,79.67,decrease,1.0,Competitive
93.55,92.88,86.07,decrease,1.0,Competitive
70.32,70.39,70.32,hold,0.999,Competitive
13.93,17.87,13.93,hold,0.999,Underpriced
49.42,49.27,45.47,decrease,1.0,Competitive
34.33,29.75,31.59,decrease,0.997,Overpriced
30.85,27.97,28.4,decrease,0.994,Overpriced
33.11,35.54,33.11,hold,0.999,Competitive
20.56,19.86,20.56,hold,1.0,Competitive
84.64,81.55,77.87,decrease,1.0,Competitive
44.09,45.11,44.09,hold,1.0,Competitive
43.87,42.67,40.36,decrease,1.0,Competitive
78.11,82.79,78.11,hold,0.999,Competitive
50.94,52.23,50.94,hold,0.999,Competitive
52.73,49.6,48.51,decrease,1.0,Competitive
11.86,13.57,11.86,hold,0.998,Underpriced
20.13,23.98,20.13,hold,0.998,Underpriced
20.94,20.62,19.26,decrease,1.0,Competitive
14.81,18.72,14.81,hold,0.999,Underpriced
22.51,18.31,20.72,decrease,0.997,Overpriced
56.21,60.48,56.21,hold,0.999,Competitive
29.02,27.11,26.7,decrease,1.0,Competitive
63.98,59.86,58.86,decrease,1.0,Competitive
89.75,85.54,82.57,decrease,1.0,Competitive
25.57,21.49,23.54,decrease,0.994,Overpriced
84.86,85.43,84.86,hold,1.0,Competitive
19.04,20.54,19.04,hold,0.999,Competitive
17.77,12.93,15.52,decrease,0.99,Overpriced
96.77,98.29,96.77,hold,0.999,Competitive
14.38,14.98,14.38,hold,0.999,Competitive
37.98,38.76,37.98,hold,1.0,Competitive
79.15,78.35,72.82,decrease,1.0,Competitive
19.57,21.49,19.57,hold,1.0,Competitive
90.08,91.66,90.08,hold,1.0,Competitive
54.31,50.28,49.97,decrease,1.0,Competitive
98.12,94.04,90.27,decrease,1.0,Competitive
27.38,27.63,27.38,hold,1.0,Competitive
71.01,76.0,71.01,hold,0.999,Competitive
73.28,72.69,67.42,decrease,1.0,Competitive
87.06,85.19,80.1,decrease,1.0,Competitive
36.13,37.61,36.13,hold,1.0,Competitive
91.97,95.97,91.97,hold,0.999,Competitive
30.95,35.43,30.95,hold,0.999,Underpriced
60.55,60.45,55.71,decrease,1.0,Competitive
80.44,77.16,80.44,hold,1.0,Competitive
27.38,24.48,25.2,decrease,0.994,Overpriced
20.59,21.9,20.59,hold,0.999,Competitive
13.73,18.28,13.73,hold,1.0,Underpriced
87.13,92.07,87.13,hold,0.999,Competitive
25.64,29.98,25.64,hold,0.998,Underpriced
68.25,72.7,68.25,hold,0.999,Competitive
18.21,22.06,18.21,hold,0.999,Underpriced
28.79,27.36,28.79,hold,1.0,Competitive
77.04,79.27,77.04,hold,1.0,Competitive
13.27,16.7,13.27,hold,0.998,Underpriced
22.64,18.22,20.83,decrease,1.0,Overpriced
76.86,77.89,76.86,hold,1.0,Competitive
77.89,80.63,77.89,hold,0.999,Competitive
32.16,29.37,29.59,decrease,1.0,Competitive
15.76,19.35,15.76,hold,0.998,Underpriced
47.33,52.19,47.33,hold,0.999,Competitive
53.48,58.13,53.48,hold,0.999,Competitive
54.42,58.76,54.42,hold,1.0,Competitive
10.02,12.22,10.02,hold,0.999,Underpriced
11.18,10.93,10.29,decrease,1.0,Competitive
50.66,45.66,46.61,decrease,0.999,Overpriced
45.26,40.7,45.26,hold,0.994,Overpriced
78.39,82.48,78.39,hold,0.999,Competitive
68.28,71.14,68.28,hold,0.999,Competitive
99.63,100.01,109.59,increase,1.0,Competitive
52.13,50.48,47.96,decrease,1.0,Competitive
64.36,62.76,59.21,decrease,1.0,Competitive
97.96,102.53,97.96,hold,1.0,Competitive
67.65,67.5,62.24,decrease,1.0,Competitive
14.85,12.18,13.66,decrease,1.0,Overpriced
63.69,66.4,63.69,hold,1.0,Competitive
75.02,79.49,75.02,hold,1.0,Competitive
54.11,52.1,49.78,decrease,1.0,Competitive
36.74,37.88,36.74,hold,0.999,Competitive
15.17,14.26,13.96,decrease,1.0,Competitive
92.54,92.6,92.54,hold,0.999,Competitive
28.29,26.29,26.03,decrease,1.0,Competitive
19.7,23.33,19.7,hold,0.999,Underpriced
46.4,44.38,46.4,hold,1.0,Competitive
30.18,30.95,30.18,hold,0.999,Competitive
27.48,28.93,27.48,hold,1.0,Competitive
16.96,20.8,16.96,hold,0.998,Underpriced
62.58,64.87,62.58,hold,1.0,Competitive
84.11,88.25,84.11,hold,0.999,Competitive
14.54,14.13,14.54,hold,1.0,Competitive
49.18,47.69,45.25,decrease,1.0,Competitive
64.14,64.03,64.14,hold,1.0,Competitive
65.25,68.04,71.77,increase,1.0,Competitive
21.42,19.77,19.71,decrease,1.0,Competitive
42.4,41.64,39.01,decrease,1.0,Competitive
13.07,17.36,13.07,hold,0.998,Underpriced
99.13,98.93,91.2,decrease,1.0,Competitive
57.43,58.85,57.43,hold,1.0,Competitive
66.33,64.68,61.02,decrease,1.0,Competitive
68.17,67.9,62.72,decrease,1.0,Competitive
71.65,75.77,71.65,hold,0.999,Competitive
76.88,76.75,70.73,decrease,1.0,Competitive
17.26,20.46,17.26,hold,0.998,Underpriced
73.54,74.67,73.54,hold,0.999,Competitive
57.45,57.79,57.45,hold,1.0,Competitive
91.37,93.67,91.37,hold,0.999,Competitive
40.24,38.33,37.02,decrease,1.0,Competitive
90.35,90.47,90.35,hold,1.0,Competitive
46.11,49.44,46.11,hold,1.0,Competitive
24.57,28.27,24.57,hold,1.0,Underpriced
81.11,85.26,81.11,hold,0.999,Competitive
65.49,66.84,65.49,hold,1.0,Competitive
82.47,81.4,75.87,decrease,1.0,Competitive
58.54,58.27,53.86,decrease,1.0,Competitive
34.88,30.51,32.1,decrease,0.995,Overpriced
57.7,57.17,53.08,decrease,1.0,Competitive
54.57,55.19,54.57,hold,1.0,Competitive
13.66,9.61,11.53,decrease,0.998,Overpriced
54.67,55.94,54.67,hold,1.0,Competitive
84.78,82.74,78.0,decrease,1.0,Competitive
41.05,37.78,37.77,decrease,1.0,Competitive
93.69,93.81,93.69,hold,0.999,Competitive
54.52,58.18,54.52,hold,0.999,Competitive
77.44,81.58,77.44,hold,1.0,Competitive
86.38,83.0,79.47,decrease,1.0,Competitive
92.87,95.8,92.87,hold,1.0,Competitive
52.75,54.8,52.75,hold,1.0,Competitive
80.37,84.45,80.37,hold,0.999,Competitive
14.89,14.23,13.7,decrease,1.0,Competitive
66.3,61.51,61.0,decrease,1.0,Competitive
14.18,16.96,14.18,hold,0.999,Underpriced
45.53,42.13,41.89,decrease,1.0,Competitive
96.33,100.12,96.33,hold,0.999,Competitive
54.97,52.17,50.57,decrease,1.0,Competitive
39.85,42.19,39.85,hold,1.0,Competitive
99.06,95.07,91.14,decrease,1.0,Competitive
77.88,76.05,71.65,decrease,1.0,Competitive
67.04,63.46,61.68,decrease,1.0,Competitive
38.98,42.33,38.98,hold,1.0,Competitive
81.49,78.98,74.97,decrease,1.0,Competitive
73.14,72.04,73.14,hold,1.0,Competitive
84.91,81.75,78.12,decrease,1.0,Competitive
59.53,61.68,59.53,hold,1.0,Competitive
68.14,69.03,68.14,hold,1.0,Competitive
94.21,91.88,86.67,decrease,1.0,Competitive
92.71,96.56,92.71,hold,1.0,Competitive
67.93,68.47,67.93,hold,0.999,Competitive
54.81,58.64,54.81,hold,0.999,Competitive
87.9,92.58,87.9,hold,1.0,Competitive
90.65,95.4,90.65,hold,0.999,Competitive
11.4,14.85,11.4,hold,0.999,Underpriced
62.28,63.65,62.28,hold,1.0,Competitive
49.09,48.54,45.16,decrease,1.0,Competitive
29.3,28.84,29.3,hold,1.0,Competitive
47.88,46.57,44.05,decrease,1.0,Competitive
92.52,94.7,101.77,increase,1.0,Competitive
98.86,100.85,98.86,hold,0.999,Competitive
75.19,75.71,75.19,hold,1.0,Competitive
85.74,88.05,85.74,hold,1.0,Competitive
53.89,49.8,49.58,decrease,1.0,Competitive
84.41,89.33,84.41,hold,1.0,Competitive
32.82,34.72,32.82,hold,0.999,Competitive
20.79,19.66,19.13,decrease,1.0,Competitive
38.25,38.78,38.25,hold,1.0,Competitive
21.75,24.27,21.75,hold,0.999,Underpriced
29.78,29.54,27.4,decrease,1.0,Competitive
60.76,62.07,60.76,hold,1.0,Competitive
98.14,94.91,90.29,decrease,1.0,Competitive
28.41,30.68,28.41,hold,0.998,Competitive
99.74,95.54,91.76,decrease,1.0,Competitive
55.6,54.61,51.15,decrease,1.0,Competitive
73.93,78.91,81.32,increase,1.0,Competitive
93.73,94.04,93.73,hold,1.0,Competitive
95.72,93.85,88.06,decrease,1.0,Competitive
87.7,84.95,80.68,decrease,1.0,Competitive
11.76,9.65,10.83,decrease,0.988,Overpriced
60.84,57.71,60.84,hold,1.0,Competitive
35.61,34.35,32.76,decrease,1.0,Competitive
15.13,14.75,13.92,decrease,1.0,Competitive
46.38,48.65,46.38,hold,0.999,Competitive
23.57,26.84,23.57,hold,0.999,Underpriced
51.71,52.87,51.71,hold,1.0,Competitive
63.46,61.55,58.38,decrease,1.0,Competitive
68.45,66.71,62.97,decrease,1.0,Competitive
64.92,68.02,64.92,hold,1.0,Competitive
35.82,38.92,35.82,hold,1.0,Competitive
46.63,45.85,42.9,decrease,1.0,Competitive
93.58,91.96,86.09,decrease,1.0,Competitive
33.29,31.17,30.63,decrease,1.0,Competitive
77.18,80.96,77.18,hold,0.999,Competitive
14.41,18.81,14.41,hold,0.998,Underpriced
32.81,33.66,32.81,hold,1.0,Competitive
36.07,36.95,36.07,hold,1.0,Competitive
65.84,65.18,60.57,decrease,1.0,Competitive
17.06,15.64,15.7,decrease,1.0,Competitive
86.43,83.23,79.52,decrease,1.0,Competitive
30.25,31.03,30.25,hold,1.0,Competitive
96.84,92.84,89.09,decrease,1.0,Competitive
24.67,24.57,22.7,decrease,1.0,Competitive
43.3,44.36,43.3,hold,1.0,Competitive
45.02,46.31,45.02,hold,1.0,Competitive
